"wa_id","mal_id","title","work_type","genre","release","score","top_place"
4852,28983,"Bouken-tachi: Gamba to Nanbiki no Nakama []","полнометражный фильм, 95 мин.","приключения, комедия","04.03.1984",4.5,""
4853,18377,"Ganbare!! Tabuchi-kun!! Dai 2 Dan Gekitou Pennant Race []","полнометражный фильм, 94 мин.","комедия, спорт","03.05.1980",5.0,""
4854,9175,"Tsuruhime Ja! []","ТВ (49 эп.), 25 мин.","комедия, повседневность","c 09.01.1990 по 25.12.1990","",""
4855,10224,"Uchuu Majin Daikengou [Daikengo, The Guardian of Space]","ТВ (26 эп.), 25 мин.","приключения, фантастика, меха","c 27.07.1978 по 15.02.1979",5.3,""
4856,5396,"Храбрая команда Дагвон OVA []","OVA (2 эп.), 30 мин.","приключения, фантастика, меха","c 22.10.1997 по 28.12.1997",2.0,""
4857,5440,"Золотой Храбрый Гольдран [The Brave of Gold Goldran]","ТВ (48 эп.), 25 мин.","приключения, фантастика, меха","c 04.02.1995 по 27.01.1996",3.0,""
4858,3819,"Блуждающее солнце [Wandering Sun]","ТВ (26 эп.), 25 мин.","романтика, драма, музыкальный","c 08.04.1971 по 30.09.1971",8.3,""
4859,3776,"Go! Go! Itsutsugo Land [Go! Go! Quintuplets Land]","ТВ (50 эп.), 24 мин.","приключения, комедия","c 14.04.2001 по 30.03.2002",9.0,""
4860,10250,"Ultra B []","ТВ (118 эп.), 10 мин.","приключения, комедия","c 05.04.1987 по 27.03.1989","",""
4861,1933,"Growlanser IV: Wayfarer of the Time []","OVA (1 эп.), 30 мин.","приключения, фэнтези","10.03.2005",5.1,""
4862,381,"Таинственная игра OVA-2 [Fushigi Yugi: The Mysterious Play (1997)]","OVA (6 эп.), 30 мин.","фэнтези, романтика","c 25.05.1997 по 25.10.1998",7.5,1993
4863,2178,"Горец: В поисках мести []","полнометражный фильм, 100 мин.","приключения, фантастика","20.04.2007",6.7,3792
4864,408,"Последняя фантазия VII OVA-1 [Last Order Final Fantasy VII]","OVA (1 эп.), 25 мин.","приключения, фэнтези","14.09.2005",7.6,1729
4866,6731,"Ultraman Kids no Kotowaza Monogatari [Ultraman Kids' Proverb Stories]","ТВ (26 эп.), 10 мин.","приключения, комедия","c 16.04.1986 по 19.11.1986",6.9,""
4867,8753,"Ultraman Kids: Haha o Tazunete 3000-man Kounen []","ТВ (26 эп.), 24 мин.","приключения, комедия","c 17.11.1991 по 24.05.1992",6.3,""
4868,28089,"Oyo Neko Bunyan []","ТВ (31 эп.), 25 мин.","приключения, комедия","c 03.04.1984 по 19.03.1985",6.0,""
4869,2226,"Mori no Tonto-tachi []","ТВ (23 эп.), 25 мин.","приключения, фэнтези","c 05.10.1984 по 29.03.1985",5.0,""
4870,21493,"Ниндзя Хаттори (фильм первый) []","короткометражный фильм, 31 мин.","приключения, комедия","13.03.1982","",""
4871,16650,"Pro Golfer Saru (1985) []","ТВ (143 эп. + 2 спэшла), 15 мин.","комедия, спорт","c 02.04.1985 по 28.03.1988",8.0,""
4872,2534,"Анжелика OVA-4 []","OVA (3 эп.), 30 мин.","романтика, фэнтези","c 17.03.2004 по 23.03.2005",7.1,""
4873,2535,"Анжелика OVA-2 [Angelique: From the Sanctuary with Love]","OVA (3 эп.), 45 мин.","романтика, фэнтези","c 25.01.2001 по 27.06.2001",6.4,""
4874,2537,"Анжелика OVA-3 []","OVA (8 эп.), 25 мин.","романтика, фэнтези","c 27.03.2002 по 25.06.2003",7.4,""
4875,10755,"Lupin tai Holmes []","ТВ-спэшл, 65 мин.","приключения","05.05.1981","",""
4876,17403,"Kaitou Lupin: 813 no Nazo []","ТВ-спэшл (1 эп.), 80 мин.","приключения","05.05.1979",8.0,""
4877,19987,"Kaitou Pride []","ТВ (105 эп.), 7 мин.","приключения","c 31.05.1965 по 04.11.1965","",""
4878,5936,"Hashire! Shiroi Ookami [Run! White Wolf]","полнометражный фильм, 85 мин.","драма","28.04.1990",7.3,""
4879,2205,"Ангелы смерти OVA [Burst Angel: Infinity]","OVA (1 эп. + 3 спэшла), 30 мин.","приключения, фантастика","23.03.2007",7.4,2154
4880,4689,"Kaze no Toori Michi [The Path of Wind]","музыкальное видео, 5 мин.","романтика, повседневность","08.12.2004",6.9,3113
4881,1140,"Исток [Origin: Spirits of the Past]","полнометражный фильм, 95 мин.","приключения, фантастика, романтика","07.01.2006",7.1,2856
4882,3215,"Зимние дни [Winter Days]","короткометражный фильм, 39 мин.","фэнтези","13.12.2003",7.2,2649
4883,5249,"Mitsume ga Tooru [The Three-eyed One]","ТВ (48 эп.), 25 мин.","приключения","c 18.10.1990 по 26.09.1991",7.8,""
4885,1744,"Wagamama Fairy Mirumo de Pon! Golden []","ТВ (24 эп.), 25 мин.","приключения, комедия, махо-сёдзё","c 07.10.2003 по 30.03.2004","",""
4886,1744,"Wagamama Fairy Mirumo de Pon! Wonderful []","ТВ (48 эп.), 25 мин.","приключения, комедия, махо-сёдзё","c 06.04.2004 по 05.04.2005",8.0,""
4887,1744,"Wagamama Fairy Mirumo de Pon! Charming []","ТВ (22 эп.), 25 мин.","приключения, комедия, махо-сёдзё","c 19.04.2005 по 27.09.2005",8.0,""
4889,3474,"Кнопка [Push]","короткометражный фильм, 4 мин.","комедия","21.08.1987",7.5,2089
4890,11595,"Perman (1983) []","ТВ (526 эп.), 15 мин.","приключения, комедия","c 04.04.1983 по 02.07.1985","",""
4891,6303,"Perman []","ТВ (54 эп.), 25 мин.","приключения, комедия","c 02.04.1967 по 14.04.1968","",""
4892,29613,"Perman: Birdman ga Yatte Kita!! []","короткометражный фильм, 25 мин.","приключения, комедия","12.03.1983","",""
4893,27833,"Дюрарара!! 2 (сезон третий) [Durarara!! X2: The Third Arc]","ТВ (12 эп. + спэшл), 25 мин.","приключения","c 09.01.2016 по 26.03.2016",7.8,""
4894,1221,"Поехали! Крутые девчонки Зет [Powerpuff Girls Z]","ТВ (52 эп.), 25 мин.","приключения, комедия, махо-сёдзё","c 01.07.2006 по 30.06.2007",7.7,""
4895,17493,"Ashita Genki ni Naare! Hanbun no Satsumaimo []","полнометражный фильм, 90 мин.","драма","30.06.2005",6.0,""
4896,3077,"Warau Salesman [The Laughing Salesman]","ТВ (103 эп. + спэшлы), 10 мин.","комедия","c 17.10.1989 по 29.09.1992",7.2,""
4897,2449,"Призрак в доспехах: Синдром одиночки (компиляция #1) []","OVA (1 эп.), 160 мин.","приключения, фантастика","23.09.2005",7.8,""
4898,6055,"Формула []","ТВ (31 эп.), 25 мин.","спорт, драма","c 09.03.1988 по 23.12.1988",8.0,1283
4899,16345,"Нинку OVA []","OVA (1 эп.), 35 мин.","приключения, комедия","??.11.1994",7.2,""
4900,469,"Карин [Karin]","ТВ (24 эп.), 25 мин.","комедия, романтика, этти","c 04.11.2005 по 12.05.2006",7.9,1001
4901,694,"Холст 2 []","ТВ (24 эп.), 25 мин.","романтика, драма","c 03.10.2005 по 27.03.2006",7.4,2092
4902,99,"Май-Отомэ [ТВ] [My-Otome]","ТВ (26 эп. + 9 спэшлов), 25 мин.","фантастика, комедия, драма","c 07.10.2005 по 31.03.2006",8.0,751
4904,3035,"Chouon Senshi Borgman [Sonic Soldier Borgman]","ТВ (35 эп.), 25 мин.","приключения, фантастика","c 13.04.1988 по 21.12.1988",6.6,""
4905,3764,"Chouon Senshi Borgman Second: Shin Seiki 2058 []","OVA (3 эп.), 30 мин.","приключения, фантастика","c 01.10.1993 по 01.12.1993",7.0,""
4906,3762,"The Borgman: Last Battle []","OVA (1 эп.), 60 мин.","приключения, фантастика","01.09.1989",7.7,""
4907,3763,"Chouon Senshi Borgman: Lovers Rain [Sonic Soldier Borgman: Lovers Rain]","короткометражный фильм, 30 мин.","приключения, фантастика","01.12.1990",6.9,""
4908,20243,"Gatapishi []","ТВ (199 эп.), 5 мин.","комедия, повседневность","c 23.04.1990 по 29.03.1991","",""
4909,3868,"Роза Версаля (компиляция) [The Rose of Versailles: I'll Love You As Long As I Live]","полнометражный фильм, 90 мин.","романтика, драма","19.05.1990",5.4,""
4910,2757,"Juuni Senshi Bakuretsu Eto Ranger [Eto Ranger]","ТВ (39 эп.), 25 мин.","приключения, комедия","c 07.04.1995 по 26.01.1996",9.0,""
4911,2708,"Wankorobee [Wankorobee]","ТВ (26 эп.), 15 мин.","приключения, комедия","c 06.10.1996 по 30.03.1997","",""
4912,2455,"Prayers [Prayers]","OVA (2 эп.), 30 мин.","фантастика, романтика","c 26.08.2005 по 25.11.2005",6.5,3852
4913,2083,"Кризис Нацуки [Natsuki Crisis]","OVA (2 эп.), 30 мин.","боевые искусства","c 23.02.1994 по 21.04.1994",7.4,2344
4914,7294,"Licca-chan Fushigi na Mahou no Ring [Licca - the Mysterious Magical Ring]","OVA (2 эп.), 30 мин.","махо-сёдзё","30.08.1991",8.0,""
4915,10466,"Фантом: Легенда о храбреце - Вернуть небо []","OVA (1 эп.), 50 мин.","приключения, драма","24.01.1991",6.1,""
4916,413,"Hametsu no Mars [Mars of Destruction]","OVA (1 эп.), 20 мин.","приключения, фантастика","06.07.2005",3.4,4698
4917,5018,"Piroppo [Piroppo]","ТВ (23 эп.), 3 мин.","приключения","c 11.10.2001 по 21.03.2002",7.0,""
4919,6981,"Супер Дзуган [Super Zugan]","ТВ (21 эп.), 25 мин.","комедия, спорт","c 09.10.1992 по 19.03.1993",5.0,""
4920,13423,"Fushigi Sekai Atagoul Monogatari [Mysterious World Atagoul Story]","короткометражный фильм, 3 мин.","фэнтези","??.??.2000","",""
4921,34490,"Sushi Azarashi [Sushi Seal]","ТВ (30 эп.)","приключения, комедия","c 20.01.2001 по 29.09.2001","",""
4922,5661,"Морские приключения Момотаро [Momotarou of the Sea]","короткометражный фильм, 9 мин.","приключения","26.01.1932",5.8,""
4924,228,"Адская девочка (первый сезон) [Hell Girl]","ТВ (26 эп.), 25 мин.","мистика, драма","c 05.10.2005 по 05.04.2006",8.1,553
4925,1910,"Мастер Китон OVA [Master Keaton OVA]","OVA (15 эп.), 25 мин.","приключения, детектив","c 22.12.1999 по 21.06.2000",8.3,""
4926,5132,"Давай нупа-нупнем []","ТВ (16 эп.), 7 мин.","комедия, этти","c 07.10.1998 по 03.11.1998",7.4,2052
4927,1218,"Соседи! [Tonagura!]","ТВ (13 эп.), 25 мин.","комедия, романтика, этти","c 09.07.2006 по 01.10.2006",7.3,2537
4928,1193,"Счастливая семерка []","ТВ (13 эп.), 25 мин.","комедия, мистика","c 03.10.2005 по 26.12.2005",6.3,""
4929,790,"Эрго Прокси [Ergo Proxy]","ТВ (23 эп.), 25 мин.","приключения, фантастика, драма","c 25.02.2006 по 12.08.2006",8.6,94
4930,4511,"Hoero! Bun Bun []","ТВ (39 эп.), 25 мин.","приключения, комедия","c 09.10.1980 по 09.07.1981",7.0,""
4932,16776,"Hurdle [Hurdle]","полнометражный фильм, 90 мин.","драма","15.01.2005",9.0,""
4933,1316,"Idaten Jump []","ТВ (52 эп.), 25 мин.","приключения, спорт","c 01.10.2005 по 30.09.2006",7.3,""
4934,3744,"Син-тян 2002 (фильм #10) [Crayon Shin-chan Movie 2002]","полнометражный фильм, 95 мин.","приключения, комедия","20.04.2002",2.0,""
4935,68,"Чёрный кот [ТВ] [Black Cat]","ТВ (23 эп. + спэшл), 25 мин.","приключения, комедия, фантастика","c 07.10.2005 по 31.03.2006",7.9,1064
4936,560,"Небесный Фафнир (спэшл) []","ТВ-спэшл (1 эп.), 55 мин.","приключения, фантастика, меха, драма","30.12.2005",8.0,919
4937,1873,"Plawres Sanshirou [Plastic Model Wrestling Sanshiro]","ТВ (37 эп.), 25 мин.","приключения, фантастика, меха","c 05.06.1983 по 26.02.1984",6.3,""
4938,3691,"Watashi to Watashi: Futari no Lotte []","ТВ (29 эп.), 25 мин.","комедия, повседневность","c 09.11.1991 по 05.09.1992",8.5,""
4939,3196,"Wakakusa no Charlotte [Charlotte of the Young Grass]","ТВ (30 эп.), 25 мин.","повседневность, драма","c 29.10.1977 по 27.05.1978",7.0,""
4940,3155,"Осторожно! Золотая рыбка! (фильм) []","короткометражный фильм, 25 мин.","комедия, повседневность","25.04.1992",6.8,""
4941,10199,"Super Doll Licca-chan: Licca-chan Zettai Zetsumei! Doll Knights no Kiseki [Super Doll Liccachan: Rika-chan's Desperate Situation! The Doll Knights' Miracle]","короткометражный фильм, 30 мин.","приключения, махо-сёдзё","31.07.1999",7.0,""
4942,8949,"Tottoko Hamtarou: Ham-chanz no Takara Sagashi Daisakusen - Ham wa! Suteki na Umi no Natsuyasumi []","OVA (1 эп.), 45 мин.","приключения","01.03.2003",2.0,""
4943,8965,"Tottoko Hamtarou: Ham-chanz to Niji no Kuni no Ouji-sama - Sekai de Ichiban no Takaramono []","OVA (1 эп.), 45 мин.","приключения","24.03.2004",2.0,""
4944,8966,"Tottoko Hamtarou: Ham-chanz no Mezase! Ham-Ham Kin Medal - Hashire! Hashire! Daisakusen! []","OVA (1 эп.), 40 мин.","приключения","01.12.2004",2.0,""
4945,3518,"Галактическая рыба: Малая медведица []","OVA (1 эп.), 23 мин.","фэнтези, приключения","21.05.1993",7.4,2384
4947,2806,"Yadamon [Yadamon: Magical Dreamer]","ТВ (170 эп.), 10 мин.","приключения, комедия","c 24.08.1992 по 16.07.1993",2.0,""
4948,"","Dinozaurs: The Series [Dinozaurs: The Series]","ТВ (26 эп.), 25 мин.","приключения, фантастика, меха","c 28.07.2000",6.6,""
4949,6792,"Kidou Senshi SD Gundam Mk-V [Mobile Suit SD Gundam Mk V]","OVA (3 эп.), 15 мин.","комедия, меха","25.10.1990",4.5,""
4950,9098,"Kidou Senshi SD Gundam Matsuri [Mobile Suit SD Gundam Festival]","короткометражный фильм, 85 мин.","комедия, меха","13.03.1993",5.2,""
4951,1939,"Kidou Senshi SD Gundam Gaiden [SD Gundam Sidestory]","OVA (4 эп.), 30 мин.","комедия, меха","c 25.03.1990 по 21.03.1991",5.0,""
4952,9087,"Musha Knight Commando: SD Gundam Scramble []","OVA (2 эп.), 16 мин.","комедия, меха","c 16.03.1991 по 22.08.1991",4.8,""
4953,356,"Судьба: Ночь схватки [Fate/Stay Night]","ТВ (24 эп.), 25 мин.","приключения, фэнтези, романтика, драма","c 07.01.2006 по 17.06.2006",8.2,456
4954,2482,"Доброе утро, Алтея [Good Morning Althea]","OVA (1 эп.), 52 мин.","приключения, фантастика","16.12.1987",6.6,3774
4955,2387,"Девять историй о любви []","OVA (1 эп.), 95 мин.","романтика, драма, повседневность","02.04.1993",7.7,1504
4956,1977,"Hijikata Toshizou: Shiro no Kiseki []","OVA (1 эп.), 35 мин.","приключения, драма","24.09.2004",7.0,3050
4957,12799,"Xevious [Xevious]","полнометражный фильм, 75 мин.","приключения, фантастика","10.08.2002","",""
4958,2250,"Поиск исходных данных [Roots Search: Life Devourer X]","OVA (1 эп.), 45 мин.","триллер, фантастика","10.09.1986",5.9,4434
4959,6975,"Koro no Daisanpo [Koro's Big Day Out]","короткометражный фильм, 14 мин.","приключения","01.10.2001","",""
4960,2488,"Мэй и Котобус [Mei and the Kitten Bus]","короткометражный фильм, 14 мин.","приключения, фэнтези","01.10.2002",7.9,1490
4961,21545,"Choubakumatsu Shounen Seiki Takamaru [19th-Century Boy Takamaru]","OVA (2 эп.), 30 мин.","приключения, комедия","c 01.11.1991 по 20.12.1991","",""
4962,21547,"Shin Choubakumatsu Shounen Seiki Takamaru []","OVA (6 эп.), 25 мин.","приключения, комедия","c 21.11.1992 по 21.06.1993",9.0,""
4963,8233,"Гэндзи []","OVA (2 эп.), 45 мин.","романтика, фэнтези","c 21.05.1992 по 01.10.1992",6.8,""
4964,8215,"Genji Tsuushin Agedama []","ТВ (51 эп.), 25 мин.","приключения, комедия","c 04.10.1991 по 25.09.1992",8.0,""
4966,1990,"Лунная школа магии: Тайна синего дракона []","короткометражный фильм, 10 мин.","приключения, комедия","15.03.1997",6.8,3169
4967,8442,"Мэйз: Пространство мегавзрыва (фильм) []","короткометражный фильм, 42 мин.","приключения, комедия, фэнтези, этти","25.04.1998","",""
4968,1265,"Чудотворные рыцари OVA-1 [Ronin Warriors Gaiden]","OVA (2 эп.), 30 мин.","приключения, мистика","c 30.04.1989 по 01.06.1989",5.1,""
4969,1266,"Чудотворные рыцари OVA-2 [Ronin Warriors: Legend of the Inferno Armor]","OVA (4 эп.), 30 мин.","приключения, фэнтези","c 08.10.1989 по 11.01.1990",5.2,""
4970,1267,"Чудотворные рыцари OVA-3 [Ronin Warriors Message]","OVA (5 эп.), 30 мин.","приключения, мистика","c 21.03.1991 по 23.08.1991",5.8,""
4971,2147,"Call Me Tonight []","OVA (1 эп.), 30 мин.","триллер, мистика, этти","28.07.1986",6.5,3983
4972,2545,"Приключения Гекльберри Финна [ТВ] []","ТВ (26 эп.), 25 мин.","приключения, комедия","c 02.01.1976 по 25.06.1976",6.5,""
4973,588,"Навсегда мой Санта [Always My Santa]","OVA (2 эп.), 30 мин.","комедия, романтика","07.12.2005",7.0,3146
4974,1369,"Детектив Конан OVA-1 [Meitantei Conan: Conan vs Kid vs Yaiba - Houtou Soudatsu Daikessen!!]","OVA (1 эп.), 25 мин.","приключения, детектив","11.10.2000",7.5,2112
4975,889,"Пираты «Черной лагуны» [ТВ-1] [Black Lagoon]","ТВ (12 эп. + 4 спэшла), 25 мин.","приключения","c 09.04.2006 по 25.06.2006",8.6,104
4976,2119,"Капитан Цубаса (фильм второй) []","полнометражный фильм, 60 мин.","спорт","21.12.1985",6.2,""
4977,2120,"Капитан Цубаса (фильм третий) [Captain Tsubasa: Run Toward Tomorrow]","короткометражный фильм, 35 мин.","спорт","15.03.1986",5.5,""
4978,2121,"Капитан Цубаса (фильм четвертый) []","короткометражный фильм, 57 мин.","спорт","12.07.1986",7.4,""
4981,355,"Жгучий взор Шаны [ТВ-1] [Shana of the Burning Eyes]","ТВ (24 эп. + спэшлы), 25 мин.","приключения, фэнтези, романтика","c 06.10.2005 по 23.03.2006",8.2,508
4982,670,"Лимонад []","ТВ (12 эп.), 25 мин.","романтика, повседневность","c 11.10.2005 по 27.12.2005",7.6,1722
4983,981,"Стопроцентная клубничка OVA [Ichigo 100% Original DVD Animation]","OVA (4 эп.), 30 мин.","комедия, романтика, этти","c 20.06.2005 по 31.10.2005",7.9,966
4984,5673,"Сказание о Яблочной стране [Appleland Story]","OVA (1 эп.), 90 мин.","приключения","10.10.1992",7.6,1992
4985,4451,"Человеческие отношения [Homeroom Affairs]","OVA (2 эп.), 45 мин.","комедия, романтика, этти","c 26.08.1994 по 21.10.1994",7.2,2716
4986,2363,"Pocket Monsters Side Stories [Pokemon Chronicles]","ТВ (16 эп.), 25 мин.","приключения, комедия","c 03.12.2002 по 28.09.2004",6.3,3807
4987,10607,"Rerere no Tensai Bakabon []","ТВ (24 эп.), 25 мин.","комедия","c 19.10.1999 по 21.03.2000",5.4,""
4988,558,"Мэйджор [ТВ-2] []","ТВ (26 эп.), 25 мин.","спорт, драма","c 10.12.2005 по 10.06.2006",8.7,""
4989,3136,"Ochamegami Monogatari: Korokoro Pollon [Little Pollon]","ТВ (46 эп.), 25 мин.","приключения, комедия","c 08.05.1982 по 26.03.1983","",""
4990,3137,"Рыбак Сампэй []","ТВ (109 эп.), 25 мин.","комедия","c 07.04.1980 по 28.06.1982",7.6,""
4991,856,"Прославленный [ТВ-1] []","ТВ (26 эп. + спэшлы), 25 мин.","приключения, фантастика, фэнтези, романтика","c 04.04.2006 по 26.09.2006",8.3,367
4992,471,"Для сердца 2 [ТВ] [To Heart 2]","ТВ (13 эп. + эп.-коллаж), 25 мин.","романтика, комедия, повседневность","c 04.10.2005 по 31.12.2005",7.0,3055
4993,4663,"Tekken Chinmi []","ТВ (20 эп.), 25 мин.","приключения, комедия, боевые искусства","c 02.07.1988 по 24.12.1988",5.3,""
4995,457,"Мастер Муси [Mushi-Shi]","ТВ (26 эп. + эп.-дайджест), 25 мин.","мистика, приключения, драма","c 23.10.2005 по 19.06.2006",9.0,11
4998,"","Little Penguin []","ТВ (52 эп.), 5 мин.","приключения","c 05.04.2004 по 15.06.2004","",""
5000,7498,"Doubutsu Olympic Taikai [Animal Olympic Games]","короткометражный фильм, 5 мин.","комедия","04.09.1928",5.6,""
5001,77,"Лиричная волшебница Наноха: Асы [Magical Girl Lyrical Nanoha A's]","ТВ (13 эп.), 25 мин.","приключения, махо-сёдзё","c 02.10.2005 по 25.12.2005",8.3,473
5002,658,"Акаги, легенда маджонга []","ТВ (26 эп.), 25 мин.","триллер, спорт","c 05.10.2005 по 29.03.2006",8.6,153
5003,915,"Ginga Densetsu Weed []","ТВ (26 эп.), 25 мин.","приключения, драма","c 03.11.2005 по 11.05.2006",7.5,2148
5004,3270,"Бессмертный Гран-При [IGPX -Immortal Grand Prix-]","ТВ (24 эп. + 2 спэшла), 25 мин.","приключения, фантастика, меха","c 06.10.2005 по 30.03.2006",7.9,1260
5006,3099,"Juusenshi Gulkeeva []","ТВ (26 эп.), 25 мин.","приключения, фэнтези","c 04.04.1995 по 26.09.1995",7.1,""
5008,3547,"Kochikame The Movie 2 []","полнометражный фильм, 100 мин.","приключения, комедия","20.12.2003",2.0,""
5009,"","Kochikame (special) []","полнометражный фильм, 60 мин.","комедия","23.11.1985","",""
5010,388,"Капэта []","ТВ (52 эп.), 25 мин.","комедия, спорт","c 04.10.2005 по 26.09.2006",8.3,423
5011,858,"Военный оркестр [ТВ] [Gunparade Orchestra]","ТВ (24 эп.), 25 мин.","приключения, фантастика, меха","c 05.10.2005 по 29.03.2006",6.7,3452
5012,3806,"Sasuga no Sarutobi [Clever Sarutobi]","ТВ (69 эп.), 25 мин.","приключения, комедия, этти","c 17.10.1982 по 11.03.1984",6.6,""
5013,918,"Гинтама [ТВ-1] [Gintama]","ТВ (201 эп.), 25 мин.","приключения, комедия","c 04.04.2006 по 25.03.2010",8.9,17
5014,3472,"Картинки с выставки [Pictures at an Exhibition]","короткометражный фильм, 39 мин.","комедия, музыкальный","11.11.1966",6.7,""
5015,12789,"Yasashii Lion [The Gentle Lion]","короткометражный фильм, 27 мин.","фэнтези, драма","21.03.1970",5.0,""
5016,2211,"Прыжок [Jumping]","короткометражный фильм, 6 мин.","приключения","??.06.1984",7.7,1843
5017,2047,"Русалка [Mermaid]","короткометражный фильм, 8 мин.","фэнтези","21.09.1964",7.1,2807
5018,1982,"Мужчина [Male]","короткометражный фильм, 3 мин.","фэнтези","05.11.1962",6.4,3826
5019,1984,"Memory [Memory]","короткометражный фильм, 5 мин.","комедия","21.09.1964",6.8,""
5020,1989,"Shizuku [Drop]","короткометражный фильм, 4 мин.","комедия","01.10.1965",6.6,""
5021,3473,"Сотворение мира [The Genesis]","короткометражный фильм, 4 мин.","комедия","??.10.1968",6.9,""
5022,2550,"Прерванное кино [Broken Down Film]","короткометражный фильм, 6 мин.","комедия","17.08.1985",7.5,""
5023,3475,"Мурамаса [Muramasa]","короткометражный фильм, 9 мин.","драма","21.08.1987",7.2,2613
5025,3765,"Pygmalio []","ТВ (39 эп.), 25 мин.","приключения, мистика","c 05.11.1990 по 16.09.1991",7.0,""
5026,3825,"Dokaben []","ТВ (163 эп.), 25 мин.","спорт","c 06.10.1976 по 26.12.1979",5.0,""
5027,8375,"Chougattai Majutsu Robot Ginguiser [Ultra-Transforming Magic Robot Ginguiser]","ТВ (26 эп.), 25 мин.","приключения, фантастика, меха","c 09.04.1977 по 22.10.1977",7.7,""
5028,3827,"Ore wa Teppei []","ТВ (28 эп.), 25 мин.","спорт, комедия, драма","c 12.09.1977 по 27.03.1978",8.0,""
5029,10554,"Yakyuukyou no Uta [Song of Baseball Enthusiasts]","ТВ (25 эп.), 45 мин.","спорт","c 23.12.1977 по 26.03.1979",8.7,""
5030,3808,"Ястребы-близнецы [Twin Hawks]","ТВ (36 эп.), 25 мин.","спорт","c 27.09.1984 по 14.06.1985","",""
5031,9646,"Ко всем чертям! [Goddamn]","OVA (2 эп.), 35 мин.","спорт, комедия","c 27.04.1990 по 16.08.1990",7.5,""
5032,3913,"Onikirimaru [Ogre Slayer]","OVA (4 эп.), 30 мин.","приключения, фэнтези","c 09.09.1994 по 21.07.1995",7.5,2105
5033,23699,"Kumo ni Noru []","OVA (2 эп.), 50 мин.","приключения, фэнтези","c 08.03.1991 по 07.06.1991",5.5,""
5034,3194,"Ningyo Hime Marina no Bouken [Saban's Adventures of the Little Mermaid]","ТВ (26 эп.), 25 мин.","приключения, романтика","c 02.02.1991 по 27.07.1991",7.4,""
5035,476,"Фигурный калейдоскоп [Skating Ring Kaleidoscope]","ТВ (12 эп.), 25 мин.","комедия, романтика, спорт, мистика","c 09.10.2005 по 25.12.2005",7.8,1206
5036,1931,"Eiga Futari wa Precure Max Heart 2: Yukizora no Tomodachi [Pretty Cure MaxHeart The 2nd Movie: Friends of the Snow-Laden Sky]","полнометражный фильм, 70 мин.","комедия, махо-сёдзё","10.12.2005",7.0,""
5037,9748,"Kaze o Nuke! []","OVA (1 эп.), 60 мин.","спорт","16.12.1988",7.2,""
5038,656,"Высь: Летний спецвыпуск [Air in Summer]","ТВ-спэшл (2 эп.), 25 мин.","комедия, мистика","c 28.08.2005 по 04.09.2005",6.7,""
5039,1983,"Черный Джек (фильм второй) [Black Jack: The Two Doctors Of Darkness]","полнометражный фильм, 100 мин.","приключения","17.12.2005",6.7,""
5040,22999,"Nihon Tanjou []","ТВ (5 эп.), 25 мин.","приключения","c 10.06.1970 по 24.10.1970","",""
5041,584,"Ноэйн [Noein - To Your Other Self]","ТВ (24 эп.), 25 мин.","приключения, романтика, фантастика, драма","c 12.10.2005 по 29.03.2006",8.2,491
5042,15489,"Югио! Зексал 2 []","ТВ (73 эп.), 25 мин.","приключения, фэнтези","c 07.10.2012 по 23.03.2014",5.6,""
5043,9812,"Bit the Cupid []","ТВ (48 эп.), 25 мин.","приключения, комедия","c 20.04.1995 по 28.03.1996","",""
5044,5904,"Голубая рыба-бабочка []","OVA (1 эп.), 30 мин.","романтика","25.02.1994",5.8,4409
5045,1139,"Monkey Magic [Monkey Magic]","ТВ (13 эп.), 25 мин.","приключения, фэнтези","c 20.09.1998 по 13.12.1998",9.5,""
5046,8520,"Biriken []","ТВ (32 эп.), 15 мин.","приключения, комедия","c 11.07.1988 по 27.03.1989","",""
5047,20009,"Doubutsu Mura Monogatari [The Story of the Animal's Village]","ТВ (100 эп.), 4 мин.","приключения, фэнтези","c 30.03.1970 по 21.07.1970","",""
5048,9119,"Chirorin Mura Monogatari []","ТВ (170 эп.), 10 мин.","приключения, комедия","c 06.04.1992 по 19.03.1993","",""
5049,817,"Тактика урагана []","ТВ (13 эп. + спэшл), 25 мин.","приключения, комедия, фантастика, этти","c 08.01.2006 по 02.04.2006",6.5,3954
5052,3652,"Когда плачут цикады OVA-1 []","OVA (5 эп.), 30 мин.","триллер, ужасы","c 25.02.2009 по 21.08.2009",7.9,989
5055,3320,"Стильная Лала: Огни приморского города [Fashion Lala: The Story of the Harbour Light]","OVA (1 эп.), 50 мин.","махо-сёдзё, повседневность, романтика, драма","11.03.1988",6.6,3560
5057,16245,"Seikimatsu Leader Gaiden Takeshi! []","короткометражный фильм, 30 мин.","комедия","26.07.1998","",""
5058,7915,"Otaku no Seiza []","OVA (2 эп.), 30 мин.","приключения, комедия, этти","c 07.10.1994 по 23.11.1994",6.8,""
5059,2737,"Kouryuu no Mimi: Mina no Shou []","OVA (2 эп.), 25 мин.","приключения, фэнтези","c 26.04.1995 по 01.06.1995",5.9,""
5060,8496,"Кошачья фантазия []","OVA (1 эп.), 30 мин.","комедия, повседневность","13.12.1991",7.5,""
5062,8879,"Dolphin Ouji [Dolphin Prince]","ТВ (3 эп.), 25 мин.","приключения, фантастика","c 04.04.1965 по 18.04.1965","",""
