"wa_id","mal_id","title","work_type","genre","release","score","top_place"
5063,32835,"Ganbare!! Tabuchi-kun!! []","полнометражный фильм, 95 мин.","комедия, спорт","10.11.1979",7.0,""
5064,33325,"Ganbare!! Tabuchi-kun!! Aa Tsuppari Jinsei []","полнометражный фильм, 96 мин.","комедия, спорт","13.12.1980",7.0,""
5065,2322,"Гигантский робот: Джин-Рэй [Giant Robo: Ginrei Special]","OVA (3 эп.), 30 мин.","приключения, комедия, меха, фантастика","c 20.02.1994 по 21.02.1995",6.3,""
5066,1935,"Мегазона 23 OVA-2 [Megazone 23 Part II]","OVA (1 эп.), 80 мин.","приключения, фантастика, меха","26.04.1986",7.0,3060
5067,1935,"Мегазона 23 OVA-3 [Megazone 23 Part III]","OVA (2 эп.), 50 мин.","приключения, фантастика, меха","c 28.09.1989 по 22.12.1989",7.0,3155
5068,4286,"Bonobono (1995) []","ТВ (48 эп.), 15 мин.","приключения, комедия","c 20.04.1995 по 28.03.1996",2.0,""
5069,9540,"Bucket de Gohan []","ТВ (20 эп.), 25 мин.","комедия","c 08.01.1996 по 24.06.1996","",""
5070,2199,"Колокольчик Чирина [Ringing Bell]","короткометражный фильм, 46 мин.","драма, фэнтези","11.03.1978",7.8,1572
5071,4533,"Uchuu Kazoku Carlvinson [Space Family Carlvinson]","OVA (1 эп.), 45 мин.","комедия, фантастика","21.12.1988",7.7,1782
5072,20207,"Boku no Boukuugou []","ТВ-спэшл (1 эп.), 45 мин.","драма","13.08.2005",4.5,""
5073,8595,"Kotencotenco []","ТВ (52 эп.), 25 мин.","приключения, комедия","c 06.10.2005 по 28.09.2006","",""
5074,2313,"Комета в Долине Муми-троллей []","полнометражный фильм, 69 мин.","приключения, комедия, фэнтези","08.08.1992",8.2,1164
5076,934,"Когда плачут цикады (первый сезон) [When They Cry - Higurashi]","ТВ (26 эп. + спэшл), 25 мин.","триллер, мистика, детектив","c 05.04.2006 по 27.09.2006",8.6,125
5077,1207,"Звезда Пушистландии [The Star of Cottonland]","полнометражный фильм, 92 мин.","фэнтези, драма","11.02.1984",8.0,1174
5078,12165,"Niji no Kanata e! Shoujo Diana Monogatari [Over the Rainbow: Story of Girl Diana]","ТВ-спэшл (1 эп.), 20 мин.","","01.05.1986",5.7,""
5079,1292,"Афросамурай []","ТВ (5 эп.), 30 мин.","приключения","c 04.01.2007 по 01.02.2007",7.2,2602
5080,2707,"Majime ni Fumajime Kaiketsu Zorori []","ТВ (97 эп.), 25 мин.","приключения, комедия","c 13.02.2005 по 28.01.2007",3.5,""
5081,1673,"Bomberman B-Daman Bakugaiden Victory []","ТВ (50 эп.), 25 мин.","приключения, комедия","c 07.02.1999 по 30.01.2000",2.0,""
5082,10282,"Manga Nippon Mukashibanashi []","ТВ (12 эп.), 25 мин.","приключения, фэнтези","c 07.01.1975 по 25.03.1975","",""
5083,10285,"Manga Nippon Mukashibanashi: Horafuki Tengu/Okesa Neko []","короткометражный фильм, 25 мин.","приключения, фэнтези","13.03.1982","",""
5084,2512,"Детектив Конан OVA-2 [Detective Conan: 16 Suspects]","OVA (1 эп.), 25 мин.","приключения, детектив","30.01.2002",7.4,2184
5085,39119,"Manga Furusato Mukashibanashi [Animation of World Folklore]","ТВ (26 эп.), 25 мин.","приключения, фэнтези","c 06.08.1976 по 24.12.1976","",""
5086,6262,"Manga Sekai Mukashibanashi [Manga Fairy Tales of the World]","ТВ (127 эп.), 25 мин.","приключения, фэнтези","c 07.10.1976 по 28.03.1979",8.4,""
5087,2392,"Новый Дораэмон 2006 (фильм первый) [Doraemon: Nobita's Dinosaur 2006]","полнометражный фильм, 107 мин.","приключения, комедия","04.03.2006",7.5,""
5089,2513,"Детектив Конан OVA-3 [Detective Conan: Conan and Heiji and the Vanished Boy]","OVA (1 эп.), 25 мин.","приключения, детектив","??.??.2003",7.0,3016
5090,2514,"Детектив Конан OVA-4 []","OVA (1 эп.), 25 мин.","приключения, детектив","??.??.2004",6.9,3126
5091,2515,"Детектив Конан OVA-5 []","OVA (1 эп.), 25 мин.","приключения, детектив","??.??.2005",7.6,1941
5092,5158,"Noisy Birth [Noisy Birth]","музыкальное видео, 2 мин.","музыкальный","??.??.2000",6.2,4316
5093,23635,"Poppaya-san Nonki Kikanshi [Poppoya-san the Carefree Railroad Man]","короткометражный фильм, 13 мин.","комедия","??.06.1949","",""
5094,23005,"Mogura no Motoro [Motoro the Mole]","короткометражный фильм, 15 мин.","фэнтези","19.07.1962","",""
5095,280,"Animal Yokochou []","ТВ (51 эп.), 25 мин.","комедия","c 04.10.2005 по 26.09.2006",8.5,""
5096,2578,"Taotao Ehonkan: Sekai Doubutsubanashi []","ТВ (52 эп.), 25 мин.","приключения, комедия","c 07.10.1983 по 09.04.1985","",""
5097,3176,"Гандалла: Король пылающей пустыни [Gandalla: The King of the Burning Desert]","ТВ (26 эп.), 25 мин.","фантастика, драма, музыкальный","c 11.04.1998 по 16.10.1998",7.3,2423
5098,2114,"Tenkuu Senki Shurato: Sousei e no Antou []","OVA (6 эп.), 30 мин.","приключения, фэнтези","c 16.09.1991 по 16.03.1992",7.6,""
5099,5927,"Hoshi Neko Full House [Starcat Full House]","OVA (4 эп.), 30 мин.","комедия, романтика, фантастика","c 16.06.1989 по 25.12.1989",6.7,""
5100,7526,"Ousama no Shippo [The King's Tail]","короткометражный фильм, 33 мин.","фэнтези","??.10.1949","",""
5101,2468,"Девятнадцать []","OVA (1 эп.), 40 мин.","романтика, драма","27.07.1990",7.1,2784
5102,8182,"Bouken Shounen Shadar []","ТВ (156 эп.), 10 мин.","приключения, фэнтези","c 18.09.1967 по 16.03.1968",7.0,""
5103,4907,"Век динозавров []","ТВ-спэшл (1 эп.), 73 мин.","приключения, фантастика","07.10.1979",7.3,""
5104,9795,"Моя семья (фильм первый) []","полнометражный фильм, 95 мин.","комедия, повседневность","06.12.2003",2.0,""
5105,27815,"Cardfight!! Vanguard G []","ТВ (48 эп.), 25 мин.","приключения","c 26.10.2014 по 04.10.2015",6.7,""
5106,17211,"Дети эпохи Сёва - сущее наказание! []","ТВ (22 эп.), 25 мин.","комедия","c 07.10.1985 по 24.03.1986",7.6,""
5107,5251,"Легенда об ангеле []","OVA (2 эп.), 25 мин.","комедия, драма","13.12.1996",8.5,256
5108,16263,"Konchuu Tsurezuregusa [Essays on Insects]","OVA (1 эп.), 13 мин.","приключения","03.08.1995","",""
5109,6462,"Amefurikozou [Rain Boy]","OVA (1 эп.), 25 мин.","приключения","24.12.1983",7.0,""
5110,14247,"Lunn wa Kaze no Naka [Lunn Flies into the Wind]","OVA (1 эп.), 25 мин.","романтика","13.04.1985",7.6,""
5111,11537,"Yamatarou Kaeru [Yamataro Comes Back]","OVA (1 эп.), 25 мин.","фэнтези","15.08.1986",7.6,""
5112,8181,"Adachigahara []","короткометражный фильм, 25 мин.","фантастика","16.11.1991",7.3,""
5113,3465,"Nagasaki 1945: Angelus no Kane []","полнометражный фильм, 80 мин.","драма","10.12.2005",8.0,""
5114,2110,"Rockman.Exe Beast []","ТВ (25 эп.), 25 мин.","приключения, комедия, меха","c 01.10.2005 по 01.04.2006",7.5,""
5115,5878,"Love Position: The Legend of Halley []","OVA (1 эп.), 93 мин.","приключения, мистика, романтика, драма","16.12.1985",6.8,""
5116,1199,"Мальчик-ниндзя Рантаро [ТВ] [Ninja Boy Rantaro]","ТВ (>2000 эп.), 25 мин.","приключения","c 10.04.1993",7.0,""
5117,1104,"Годаннар (второй сезон) [God and Spirit Combination Godannar!!]","ТВ (13 эп.), 25 мин.","комедия, меха, фантастика, этти","c 06.04.2004 по 29.06.2004",7.4,2312
5118,7625,"Yousei Dick []","ТВ (26 эп.)","приключения, фэнтези","c 07.06.1992 по 06.12.1992","",""
5119,2753,"Кто стоит за спиной? []","полнометражный фильм, 90 мин.","драма","09.03.1991",7.5,2149
5120,20123,"Kappamaki [Kappamaki and the Sushi Kids]","ТВ (130 эп.), 3 мин.","приключения, комедия","c 31.03.2003 по 26.09.2003",8.0,""
5121,2732,"Baby Baachan []","ТВ (53 эп.), 45 мин.","комедия","c 08.04.2002 по 04.12.2002","",""
5122,1317,"Айшилд 21 (спэшл) [Eyeshield 21: The Phantom Golden Bowl]","короткометражный фильм, 30 мин.","комедия, спорт","06.08.2004",7.6,""
5123,3837,"Маленькие спасатели [ТВ-1] []","ТВ (45 эп.), 25 мин.","приключения, комедия, фэнтези","c 15.04.1988 по 31.03.1989",8.2,""
5124,4807,"Маленькие спасатели [ТВ-2] []","ТВ (46 эп.), 25 мин.","приключения, комедия, фэнтези","c 09.03.1990 по 08.03.1991",7.1,""
5125,8415,"Oi! Ryouma [Rainbow Samurai]","ТВ (39 эп.), 25 мин.","приключения, драма","c 07.04.1992 по 30.03.1993",8.0,""
5126,2334,"Три мушкетёра (фильм) [The Three Musketeers - Aramis the Adventure]","короткометражный фильм, 46 мин.","приключения","11.03.1989",7.6,""
5127,2710,"Мальчик-ниндзя Рантаро (фильм первый) [Ninja Boy Rantaro]","короткометражный фильм, 50 мин.","приключения","29.06.1996",5.0,""
5128,"","Pinocchio no Bouken [Adventures of Pinocchio]","ТВ","фэнтези, приключения","c 20.12.1963 по 27.03.1964","",""
5129,10360,"Kinniku Banzuke: Kongou-kun no Daibouken [Muscle Ranking Kongo-kun]","ТВ (3 эп.), 25 мин.","приключения, спорт","c 30.07.2001 по 30.08.2001","",""
5130,19995,"King Kong 001/7 Oyayubi Tom [King Kong - 00 1/7 Tom Thumb]","ТВ (26 эп.), 25 мин.","приключения, фантастика","c 05.04.1967 по 04.10.1967","",""
5131,6535,"Ai [Love]","короткометражный фильм, 5 мин.","","??.??.1963",6.0,""
5132,920,"Волшебница-медсестра Комуги (спэшл) [Nurse Witch Komugi-chan Magi Karte]","ТВ-спэшл (1 эп.), 30 мин.","комедия, музыкальный","06.06.2003",7.2,2569
5133,3822,"Sougen no Shoujo Laura [Laura the Prairie Girl]","ТВ (26 эп.), 25 мин.","повседневность, драма","c 07.10.1975 по 30.03.1976",6.8,""
5134,1552,"Какой прекрасный солнечный денёк! (фильм) [Sunny Ryoko! Kasumi You Were There in a Dream]","полнометражный фильм, 70 мин.","романтика, драма, спорт","01.10.1988",7.1,""
5135,3811,"Приключения Маленького принца [The Adventures of the Little Prince]","ТВ (35 эп. + 4 спэшла), 25 мин.","приключения","c 04.07.1978 по 27.03.1979",8.5,""
5136,8777,"Nobara no Julie [Julie the Wild Rose]","ТВ (13 эп.), 25 мин.","приключения","c 04.01.1979 по 05.04.1979",7.3,""
5137,5886,"Kujira no Josephina [Josephina the Whale]","ТВ (23 эп.), 25 мин.","приключения, фэнтези","c 02.04.1979 по 25.09.1979","",""
5138,6634,"Эпоха смут [ТВ-2] [Sengoku Basara: Samurai Kings 2]","ТВ (12 эп. + спэшлы), 25 мин.","приключения, фэнтези","c 11.07.2010 по 26.09.2010",7.9,957
5139,2542,"Lady Georgie [Lady Georgie]","ТВ (45 эп.), 25 мин.","романтика, драма","c 09.04.1983 по 25.02.1984",8.1,1365
5140,6012,"Kinpatsu no Jeanie []","ТВ (13 эп.), 25 мин.","романтика, драма","c 19.07.1979 по 18.10.1979",8.3,""
5141,4933,"Белый кит континента Му [The White Whale of Mu]","ТВ (26 эп.), 25 мин.","приключения, фантастика","c 04.04.1980 по 26.09.1980",7.0,""
5142,950,"Уличный боец Альфа OVA-2 [Street Fighter Alpha: Generations]","OVA (1 эп.), 45 мин.","боевые искусства, приключения","25.10.2005",7.2,2710
5143,7808,"Zukkoke Knight: Don De La Mancha []","ТВ (23 эп.), 25 мин.","приключения, комедия","c 15.04.1980 по 23.09.1980","",""
5144,8239,"Anime Yasei no Sakebi []","ТВ (22 эп. + 4 спэшла), 25 мин.","приключения","c 05.05.1982 по 25.09.1982","",""
5145,8373,"Пчелка Майя [ТВ-2] [The New Adventures of Maya the Honeybee]","ТВ (52 эп.), 25 мин.","приключения","c 12.10.1982 по 27.09.1983",8.0,1351
5146,2568,"Kojika Monogatari []","ТВ (52 эп.), 25 мин.","повседневность, драма","c 08.11.1983 по 29.01.1985","",""
5147,5600,"Руи, маленький Сид [Ruy the Little Cid]","ТВ (26 эп.), 25 мин.","приключения","c 06.02.1984 по 12.03.1984",8.5,""
5148,4098,"Uraroji Diamond [Urarochi Diamond]","OVA (1 эп.), 40 мин.","драма","21.12.2001",5.4,""
5149,27927,"Усаги из Уравы []","ТВ (12 эп.), 4 мин.","повседневность, комедия","c 10.04.2015 по 26.06.2015",5.5,4486
5150,3807,"Пламенная альпийская роза: Джуди и Ланди []","ТВ (20 эп. + 2 эп.-коллажа), 25 мин.","приключения, романтика","c 06.04.1985 по 05.10.1985",6.6,""
5151,5217,"Goal FH [Goal Field Hunter]","ТВ (39 эп.), 25 мин.","драма, спорт","c 04.04.1994 по 26.12.1994",8.0,""
5152,7845,"Seaton Doubutsuki [Seton Animal Chronicles]","ТВ (45 эп.), 24 мин.","приключения, фэнтези","c 14.10.1989 по 22.12.1990","",""
